gate,svd_dim,model,regime,rule,n,n_fire,false_alarm_rate
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XF,family,200,7,0.035
gate3d_ood_wed_fri_morning,10,svc_rbf,I_Ym,union,200,5,0.025
gate3d_ood_wed_fri_morning,10,svc_rbf,I_Ym,family_v12,200,5,0.025
gate3d_ood_wed_fri_morning,10,svc_rbf,I_Ym,family,200,5,0.025
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XFY,union,200,53,0.265
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XFY,family_v12,200,11,0.055
gate3d_ood_wed_fri_morning,10,svc_rbf,I_XFY,family,200,8,0.04
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_X,union,200,26,0.13
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_X,family_v12,200,10,0.05
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_X,family,200,10,0.05
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XF,union,200,34,0.17
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XF,family_v12,200,11,0.055
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XF,family,200,10,0.05
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_Ym,union,200,5,0.025
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_Ym,family_v12,200,5,0.025
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_Ym,family,200,5,0.025
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XFY,union,200,45,0.225
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XFY,family_v12,200,12,0.06
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,I_XFY,family,200,6,0.03
gate3d_ood_wed_fri_morning,12,svc_rbf,I_X,union,200,23,0.115
gate3d_ood_wed_fri_morning,12,svc_rbf,I_X,family_v12,200,10,0.05
gate3d_ood_wed_fri_morning,12,svc_rbf,I_X,family,200,10,0.05
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XF,union,200,40,0.2
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XF,family_v12,200,14,0.07
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XF,family,200,10,0.05
gate3d_ood_wed_fri_morning,12,svc_rbf,I_Ym,union,200,5,0.025
gate3d_ood_wed_fri_morning,12,svc_rbf,I_Ym,family_v12,200,5,0.025
gate3d_ood_wed_fri_morning,12,svc_rbf,I_Ym,family,200,5,0.025
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XFY,union,200,47,0.235
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XFY,family_v12,200,14,0.07
gate3d_ood_wed_fri_morning,12,svc_rbf,I_XFY,family,200,8,0.04
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_X,union,200,8,0.04
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_X,family_v12,200,3,0.015
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_X,family,200,3,0.015
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XF,union,200,16,0.08
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XF,family_v12,200,4,0.02
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XF,family,200,4,0.02
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XFY,union,200,34,0.17
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XFY,family_v12,200,6,0.03
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,I_XFY,family,200,3,0.015
gate5a_id_unsw,8,qsvc_z_r1,I_X,union,200,8,0.04
gate5a_id_unsw,8,qsvc_z_r1,I_X,family_v12,200,3,0.015
gate5a_id_unsw,8,qsvc_z_r1,I_X,family,200,3,0.015
gate5a_id_unsw,8,qsvc_z_r1,I_XF,union,200,41,0.205
gate5a_id_unsw,8,qsvc_z_r1,I_XF,family_v12,200,17,0.085
gate5a_id_unsw,8,qsvc_z_r1,I_XF,family,200,12,0.06
gate5a_id_unsw,8,qsvc_z_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,8,qsvc_z_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,8,qsvc_z_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,8,qsvc_z_r1,I_XFY,union,200,52,0.26
gate5a_id_unsw,8,qsvc_z_r1,I_XFY,family_v12,200,14,0.07
gate5a_id_unsw,8,qsvc_z_r1,I_XFY,family,200,10,0.05
gate5a_id_unsw,8,qsvc_zz_r1,I_X,union,200,8,0.04
gate5a_id_unsw,8,qsvc_zz_r1,I_X,family_v12,200,3,0.015
gate5a_id_unsw,8,qsvc_zz_r1,I_X,family,200,3,0.015
gate5a_id_unsw,8,qsvc_zz_r1,I_XF,union,200,19,0.095
gate5a_id_unsw,8,qsvc_zz_r1,I_XF,family_v12,200,2,0.01
gate5a_id_unsw,8,qsvc_zz_r1,I_XF,family,200,1,0.005
gate5a_id_unsw,8,qsvc_zz_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,8,qsvc_zz_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,8,qsvc_zz_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,8,qsvc_zz_r1,I_XFY,union,200,33,0.165
gate5a_id_unsw,8,qsvc_zz_r1,I_XFY,family_v12,200,3,0.015
gate5a_id_unsw,8,qsvc_zz_r1,I_XFY,family,200,1,0.005
gate5a_id_unsw,8,svc_rbf,I_X,union,200,10,0.05
gate5a_id_unsw,8,svc_rbf,I_X,family_v12,200,7,0.035
gate5a_id_unsw,8,svc_rbf,I_X,family,200,2,0.01
gate5a_id_unsw,8,svc_rbf,I_XF,union,200,18,0.09
gate5a_id_unsw,8,svc_rbf,I_XF,family_v12,200,4,0.02
gate5a_id_unsw,8,svc_rbf,I_XF,family,200,3,0.015
gate5a_id_unsw,8,svc_rbf,I_Ym,union,200,14,0.07
gate5a_id_unsw,8,svc_rbf,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,8,svc_rbf,I_Ym,family,200,14,0.07
gate5a_id_unsw,8,svc_rbf,I_XFY,union,200,34,0.17
gate5a_id_unsw,8,svc_rbf,I_XFY,family_v12,200,6,0.03
gate5a_id_unsw,8,svc_rbf,I_XFY,family,200,3,0.015
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_X,union,200,16,0.08
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_X,family_v12,200,5,0.025
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_X,family,200,5,0.025
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XF,union,200,24,0.12
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XF,family_v12,200,12,0.06
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XF,family,200,10,0.05
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XFY,union,200,41,0.205
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XFY,family_v12,200,9,0.045
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,I_XFY,family,200,5,0.025
gate5a_id_unsw,10,qsvc_z_r1,I_X,union,200,16,0.08
gate5a_id_unsw,10,qsvc_z_r1,I_X,family_v12,200,5,0.025
gate5a_id_unsw,10,qsvc_z_r1,I_X,family,200,5,0.025
gate5a_id_unsw,10,qsvc_z_r1,I_XF,union,200,37,0.185
gate5a_id_unsw,10,qsvc_z_r1,I_XF,family_v12,200,17,0.085
gate5a_id_unsw,10,qsvc_z_r1,I_XF,family,200,17,0.085
gate5a_id_unsw,10,qsvc_z_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,10,qsvc_z_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,10,qsvc_z_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,10,qsvc_z_r1,I_XFY,union,200,52,0.26
gate5a_id_unsw,10,qsvc_z_r1,I_XFY,family_v12,200,20,0.1
gate5a_id_unsw,10,qsvc_z_r1,I_XFY,family,200,12,0.06
gate5a_id_unsw,10,qsvc_zz_r1,I_X,union,200,16,0.08
gate5a_id_unsw,10,qsvc_zz_r1,I_X,family_v12,200,5,0.025
gate5a_id_unsw,10,qsvc_zz_r1,I_X,family,200,5,0.025
gate5a_id_unsw,10,qsvc_zz_r1,I_XF,union,200,27,0.135
gate5a_id_unsw,10,qsvc_zz_r1,I_XF,family_v12,200,6,0.03
gate5a_id_unsw,10,qsvc_zz_r1,I_XF,family,200,6,0.03
gate5a_id_unsw,10,qsvc_zz_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,10,qsvc_zz_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,10,qsvc_zz_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,10,qsvc_zz_r1,I_XFY,union,200,41,0.205
gate5a_id_unsw,10,qsvc_zz_r1,I_XFY,family_v12,200,8,0.04
gate5a_id_unsw,10,qsvc_zz_r1,I_XFY,family,200,5,0.025
gate5a_id_unsw,10,svc_rbf,I_X,union,200,17,0.085
gate5a_id_unsw,10,svc_rbf,I_X,family_v12,200,7,0.035
gate5a_id_unsw,10,svc_rbf,I_X,family,200,7,0.035
gate5a_id_unsw,10,svc_rbf,I_XF,union,200,25,0.125
gate5a_id_unsw,10,svc_rbf,I_XF,family_v12,200,11,0.055
gate5a_id_unsw,10,svc_rbf,I_XF,family,200,10,0.05
gate5a_id_unsw,10,svc_rbf,I_Ym,union,200,14,0.07
gate5a_id_unsw,10,svc_rbf,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,10,svc_rbf,I_Ym,family,200,14,0.07
gate5a_id_unsw,10,svc_rbf,I_XFY,union,200,42,0.21
gate5a_id_unsw,10,svc_rbf,I_XFY,family_v12,200,14,0.07
gate5a_id_unsw,10,svc_rbf,I_XFY,family,200,14,0.07
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_X,union,200,11,0.055
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_X,family_v12,200,5,0.025
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_X,family,200,5,0.025
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_XF,union,200,24,0.12
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_XF,family_v12,200,10,0.05
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_XF,family,200,7,0.035
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_XFY,union,200,41,0.205
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_XFY,family_v12,200,10,0.05
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,I_XFY,family,200,4,0.02
gate5a_id_unsw,12,qsvc_z_r1,I_X,union,200,11,0.055
gate5a_id_unsw,12,qsvc_z_r1,I_X,family_v12,200,5,0.025
gate5a_id_unsw,12,qsvc_z_r1,I_X,family,200,5,0.025
gate5a_id_unsw,12,qsvc_z_r1,I_XF,union,200,32,0.16
gate5a_id_unsw,12,qsvc_z_r1,I_XF,family_v12,200,16,0.08
gate5a_id_unsw,12,qsvc_z_r1,I_XF,family,200,15,0.075
gate5a_id_unsw,12,qsvc_z_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,12,qsvc_z_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,12,qsvc_z_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,12,qsvc_z_r1,I_XFY,union,200,45,0.225
gate5a_id_unsw,12,qsvc_z_r1,I_XFY,family_v12,200,12,0.06
gate5a_id_unsw,12,qsvc_z_r1,I_XFY,family,200,10,0.05
gate5a_id_unsw,12,qsvc_zz_r1,I_X,union,200,11,0.055
gate5a_id_unsw,12,qsvc_zz_r1,I_X,family_v12,200,5,0.025
gate5a_id_unsw,12,qsvc_zz_r1,I_X,family,200,5,0.025
gate5a_id_unsw,12,qsvc_zz_r1,I_XF,union,200,32,0.16
gate5a_id_unsw,12,qsvc_zz_r1,I_XF,family_v12,200,12,0.06
gate5a_id_unsw,12,qsvc_zz_r1,I_XF,family,200,9,0.045
gate5a_id_unsw,12,qsvc_zz_r1,I_Ym,union,200,14,0.07
gate5a_id_unsw,12,qsvc_zz_r1,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,12,qsvc_zz_r1,I_Ym,family,200,14,0.07
gate5a_id_unsw,12,qsvc_zz_r1,I_XFY,union,200,43,0.215
gate5a_id_unsw,12,qsvc_zz_r1,I_XFY,family_v12,200,10,0.05
gate5a_id_unsw,12,qsvc_zz_r1,I_XFY,family,200,6,0.03
gate5a_id_unsw,12,svc_rbf,I_X,union,200,20,0.1
gate5a_id_unsw,12,svc_rbf,I_X,family_v12,200,8,0.04
gate5a_id_unsw,12,svc_rbf,I_X,family,200,8,0.04
gate5a_id_unsw,12,svc_rbf,I_XF,union,200,29,0.145
gate5a_id_unsw,12,svc_rbf,I_XF,family_v12,200,11,0.055
gate5a_id_unsw,12,svc_rbf,I_XF,family,200,6,0.03
gate5a_id_unsw,12,svc_rbf,I_Ym,union,200,14,0.07
gate5a_id_unsw,12,svc_rbf,I_Ym,family_v12,200,14,0.07
gate5a_id_unsw,12,svc_rbf,I_Ym,family,200,14,0.07
gate5a_id_unsw,12,svc_rbf,I_XFY,union,200,45,0.225
gate5a_id_unsw,12,svc_rbf,I_XFY,family_v12,200,17,0.085
gate5a_id_unsw,12,svc_rbf,I_XFY,family,200,10,0.05
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_X,union,200,41,0.205
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_X,family_v12,200,17,0.085
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_X,family,200,15,0.075
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_XF,union,200,52,0.26
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_XF,family_v12,200,18,0.09
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_XF,family,200,16,0.08
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_XFY,union,200,75,0.375
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_XFY,family_v12,200,25,0.125
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,I_XFY,family,200,20,0.1
gate5b_id_ton_iot,8,qsvc_z_r1,I_X,union,200,41,0.205
gate5b_id_ton_iot,8,qsvc_z_r1,I_X,family_v12,200,17,0.085
gate5b_id_ton_iot,8,qsvc_z_r1,I_X,family,200,15,0.075
gate5b_id_ton_iot,8,qsvc_z_r1,I_XF,union,200,49,0.245
gate5b_id_ton_iot,8,qsvc_z_r1,I_XF,family_v12,200,15,0.075
gate5b_id_ton_iot,8,qsvc_z_r1,I_XF,family,200,14,0.07
gate5b_id_ton_iot,8,qsvc_z_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,8,qsvc_z_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,8,qsvc_z_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,8,qsvc_z_r1,I_XFY,union,200,65,0.325
gate5b_id_ton_iot,8,qsvc_z_r1,I_XFY,family_v12,200,22,0.11
gate5b_id_ton_iot,8,qsvc_z_r1,I_XFY,family,200,11,0.055
gate5b_id_ton_iot,8,qsvc_zz_r1,I_X,union,200,41,0.205
gate5b_id_ton_iot,8,qsvc_zz_r1,I_X,family_v12,200,17,0.085
gate5b_id_ton_iot,8,qsvc_zz_r1,I_X,family,200,15,0.075
gate5b_id_ton_iot,8,qsvc_zz_r1,I_XF,union,200,51,0.255
gate5b_id_ton_iot,8,qsvc_zz_r1,I_XF,family_v12,200,17,0.085
gate5b_id_ton_iot,8,qsvc_zz_r1,I_XF,family,200,17,0.085
gate5b_id_ton_iot,8,qsvc_zz_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,8,qsvc_zz_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,8,qsvc_zz_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,8,qsvc_zz_r1,I_XFY,union,200,63,0.315
gate5b_id_ton_iot,8,qsvc_zz_r1,I_XFY,family_v12,200,19,0.095
gate5b_id_ton_iot,8,qsvc_zz_r1,I_XFY,family,200,19,0.095
gate5b_id_ton_iot,8,svc_rbf,I_X,union,200,44,0.22
gate5b_id_ton_iot,8,svc_rbf,I_X,family_v12,200,15,0.075
gate5b_id_ton_iot,8,svc_rbf,I_X,family,200,13,0.065
gate5b_id_ton_iot,8,svc_rbf,I_XF,union,200,59,0.295
gate5b_id_ton_iot,8,svc_rbf,I_XF,family_v12,200,20,0.1
gate5b_id_ton_iot,8,svc_rbf,I_XF,family,200,18,0.09
gate5b_id_ton_iot,8,svc_rbf,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,8,svc_rbf,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,8,svc_rbf,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,8,svc_rbf,I_XFY,union,200,76,0.38
gate5b_id_ton_iot,8,svc_rbf,I_XFY,family_v12,200,25,0.125
gate5b_id_ton_iot,8,svc_rbf,I_XFY,family,200,12,0.06
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_X,union,200,44,0.22
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_X,family_v12,200,13,0.065
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_X,family,200,12,0.06
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_XF,union,200,57,0.285
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_XF,family_v12,200,11,0.055
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_XF,family,200,9,0.045
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_XFY,union,200,72,0.36
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_XFY,family_v12,200,20,0.1
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,I_XFY,family,200,12,0.06
gate5b_id_ton_iot,10,qsvc_z_r1,I_X,union,200,44,0.22
gate5b_id_ton_iot,10,qsvc_z_r1,I_X,family_v12,200,13,0.065
gate5b_id_ton_iot,10,qsvc_z_r1,I_X,family,200,12,0.06
gate5b_id_ton_iot,10,qsvc_z_r1,I_XF,union,200,63,0.315
gate5b_id_ton_iot,10,qsvc_z_r1,I_XF,family_v12,200,26,0.13
gate5b_id_ton_iot,10,qsvc_z_r1,I_XF,family,200,21,0.105
gate5b_id_ton_iot,10,qsvc_z_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,10,qsvc_z_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,10,qsvc_z_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,10,qsvc_z_r1,I_XFY,union,200,76,0.38
gate5b_id_ton_iot,10,qsvc_z_r1,I_XFY,family_v12,200,27,0.135
gate5b_id_ton_iot,10,qsvc_z_r1,I_XFY,family,200,9,0.045
gate5b_id_ton_iot,10,qsvc_zz_r1,I_X,union,200,44,0.22
gate5b_id_ton_iot,10,qsvc_zz_r1,I_X,family_v12,200,13,0.065
gate5b_id_ton_iot,10,qsvc_zz_r1,I_X,family,200,12,0.06
gate5b_id_ton_iot,10,qsvc_zz_r1,I_XF,union,200,59,0.295
gate5b_id_ton_iot,10,qsvc_zz_r1,I_XF,family_v12,200,20,0.1
gate5b_id_ton_iot,10,qsvc_zz_r1,I_XF,family,200,13,0.065
gate5b_id_ton_iot,10,qsvc_zz_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,10,qsvc_zz_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,10,qsvc_zz_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,10,qsvc_zz_r1,I_XFY,union,200,71,0.355
gate5b_id_ton_iot,10,qsvc_zz_r1,I_XFY,family_v12,200,17,0.085
gate5b_id_ton_iot,10,qsvc_zz_r1,I_XFY,family,200,7,0.035
gate5b_id_ton_iot,10,svc_rbf,I_X,union,200,34,0.17
gate5b_id_ton_iot,10,svc_rbf,I_X,family_v12,200,12,0.06
gate5b_id_ton_iot,10,svc_rbf,I_X,family,200,11,0.055
gate5b_id_ton_iot,10,svc_rbf,I_XF,union,200,42,0.21
gate5b_id_ton_iot,10,svc_rbf,I_XF,family_v12,200,18,0.09
gate5b_id_ton_iot,10,svc_rbf,I_XF,family,200,13,0.065
gate5b_id_ton_iot,10,svc_rbf,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,10,svc_rbf,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,10,svc_rbf,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,10,svc_rbf,I_XFY,union,200,64,0.32
gate5b_id_ton_iot,10,svc_rbf,I_XFY,family_v12,200,18,0.09
gate5b_id_ton_iot,10,svc_rbf,I_XFY,family,200,15,0.075
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_X,union,200,47,0.235
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_X,family_v12,200,14,0.07
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_X,family,200,13,0.065
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_XF,union,200,59,0.295
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_XF,family_v12,200,17,0.085
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_XF,family,200,14,0.07
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_XFY,union,200,73,0.365
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_XFY,family_v12,200,16,0.08
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,I_XFY,family,200,16,0.08
gate5b_id_ton_iot,12,qsvc_z_r1,I_X,union,200,47,0.235
gate5b_id_ton_iot,12,qsvc_z_r1,I_X,family_v12,200,14,0.07
gate5b_id_ton_iot,12,qsvc_z_r1,I_X,family,200,13,0.065
gate5b_id_ton_iot,12,qsvc_z_r1,I_XF,union,200,65,0.325
gate5b_id_ton_iot,12,qsvc_z_r1,I_XF,family_v12,200,16,0.08
gate5b_id_ton_iot,12,qsvc_z_r1,I_XF,family,200,14,0.07
gate5b_id_ton_iot,12,qsvc_z_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,12,qsvc_z_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,12,qsvc_z_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,12,qsvc_z_r1,I_XFY,union,200,75,0.375
gate5b_id_ton_iot,12,qsvc_z_r1,I_XFY,family_v12,200,16,0.08
gate5b_id_ton_iot,12,qsvc_z_r1,I_XFY,family,200,16,0.08
gate5b_id_ton_iot,12,qsvc_zz_r1,I_X,union,200,47,0.235
gate5b_id_ton_iot,12,qsvc_zz_r1,I_X,family_v12,200,14,0.07
gate5b_id_ton_iot,12,qsvc_zz_r1,I_X,family,200,13,0.065
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XF,union,200,62,0.31
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XF,family_v12,200,19,0.095
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XF,family,200,18,0.09
gate5b_id_ton_iot,12,qsvc_zz_r1,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,12,qsvc_zz_r1,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,12,qsvc_zz_r1,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XFY,union,200,76,0.38
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XFY,family_v12,200,23,0.115
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XFY,family,200,8,0.04
gate5b_id_ton_iot,12,svc_rbf,I_X,union,200,42,0.21
gate5b_id_ton_iot,12,svc_rbf,I_X,family_v12,200,12,0.06
gate5b_id_ton_iot,12,svc_rbf,I_X,family,200,11,0.055
gate5b_id_ton_iot,12,svc_rbf,I_XF,union,200,54,0.27
gate5b_id_ton_iot,12,svc_rbf,I_XF,family_v12,200,15,0.075
gate5b_id_ton_iot,12,svc_rbf,I_XF,family,200,14,0.07
gate5b_id_ton_iot,12,svc_rbf,I_Ym,union,200,14,0.07
gate5b_id_ton_iot,12,svc_rbf,I_Ym,family_v12,200,14,0.07
gate5b_id_ton_iot,12,svc_rbf,I_Ym,family,200,14,0.07
gate5b_id_ton_iot,12,svc_rbf,I_XFY,union,200,74,0.37
gate5b_id_ton_iot,12,svc_rbf,I_XFY,family_v12,200,17,0.085
gate5b_id_ton_iot,12,svc_rbf,I_XFY,family,200,4,0.02
gate6_ood_unsw,8,qsvc_zz_r1,I_X,union,200,14,0.07
gate6_ood_unsw,8,qsvc_zz_r1,I_X,family_v12,200,8,0.04
gate6_ood_unsw,8,qsvc_zz_r1,I_X,family,200,7,0.035
gate6_ood_unsw,8,qsvc_zz_r1,I_XF,union,200,47,0.235
gate6_ood_unsw,8,qsvc_zz_r1,I_XF,family_v12,200,10,0.05
gate6_ood_unsw,8,qsvc_zz_r1,I_XF,family,200,10,0.05
gate6_ood_unsw,8,qsvc_zz_r1,I_Ym,union,200,10,0.05
gate6_ood_unsw,8,qsvc_zz_r1,I_Ym,family_v12,200,10,0.05
gate6_ood_unsw,8,qsvc_zz_r1,I_Ym,family,200,10,0.05
gate6_ood_unsw,8,qsvc_zz_r1,I_XFY,union,200,53,0.265
gate6_ood_unsw,8,qsvc_zz_r1,I_XFY,family_v12,200,11,0.055
gate6_ood_unsw,8,qsvc_zz_r1,I_XFY,family,200,10,0.05
gate6_ood_unsw,8,svc_rbf,I_X,union,200,16,0.08
gate6_ood_unsw,8,svc_rbf,I_X,family_v12,200,9,0.045
gate6_ood_unsw,8,svc_rbf,I_X,family,200,9,0.045
gate6_ood_unsw,8,svc_rbf,I_XF,union,200,45,0.225
gate6_ood_unsw,8,svc_rbf,I_XF,family_v12,200,17,0.085
gate6_ood_unsw,8,svc_rbf,I_XF,family,200,17,0.085
